id,happy_company_id,company_name,customer_type,taxable,region,business_phone,cell_phone,fax,customer_geocode,customer_lat,customer_long,customer_street1,customer_street2,customer_city,customer_state,customer_country,customer_zipcode,customer_county,user_id,user_id_update,active,created_at,updated_at,lock_version,company_name_normalized
300,1,Copper River Infrastructure,,f,,337.378.7630,"","",,,,4501 Singer Court,"",Chantilly,VA,,20151,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,copper river infrastructure
301,1,Cornerstone Church,,t,,(918) 528-9480,"","",,,,3333 E. 41st St.,"",Tulsa,OK,,74135,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cornerstone church
302,1,Corps of Engineers,,t,,918-697-1122 ,"","",,,,102 E BK 200 Rd,"",Stigler,OK,,74462,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,corps of engineers
303,1,Country Lane Primary School,,f,,254-813-8482,"","",,,,301 E. Omaha St.,"",Broken Arrow,OK,,74012,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,country lane primary school
304,1,Covenant Living at Inverness,,t,,918-638-7475,"","",,,,3800 West 71st S,"",Tulsa,OK,,74132,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,covenant living at inverness
305,1,Coyle Public Schools,,t,,405-466-2242,"","",,,,P.O. Box 287,"",Coyle,OK,,73027,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,coyle public schools
306,1,Creekside POA,,t,,785-320-0955,"","",,,,1051 Elizabeth Drive,"",Bentonville,AR,,72713,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,creekside poa
308,1,Crossings Community Church,,t,,405-641-7999,"","",,,,14600 Portland Ave.,"",Oklahoma City,OK,,73134,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,crossings community church
309,1,Crossover Preparatory School,,f,,918-555-5555,"","",,,,1010 E. 36th St. No.,"",Tulsa,OK,,74106,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,crossover preparatory school
310,1,Crossroads Youth and Family,,t,,405-292-6440,"","",,,,1333 West Main St,"",Norman,OK,,73069,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,crossroads youth and family
312,1,Crowley's Ridge Academy,,t,,8705650393,"","",,,,606 Academy Dr,"",Paragould,AR,,72450,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,crowley s ridge academy
313,1,Crystal Flats,,t,,479-445-5782,"","",,,,1402 John Deshields Blvd,"",Bentonville,AR,,72712,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,crystal flats
314,1,Curtin Pharmacy and Drug,,t,,918-528-6000,"","",,,,Address Unknown,"",Oklahoma City,OK,,73107,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,curtin pharmacy and drug
315,1,Daisy State Park,,t,,870-845-8433,"","",,,,103 E. Park Rd.,"",Kirby,AR,,71950,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,daisy state park
316,1,Darlington Public School,,f,,405-262-0137,"",405-262-3215,,,,4408 North HWY 81,"",El Reno,OK,,73036,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,darlington public school
317,1,Davis Playgrounds,,t,,501-658-0732,"",501-851-4130,,,,104 Orchid Dr.,"",Maumelle,AR,,72113,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,davis playgrounds
319,1,Decatur Public Schools,,t,,479-752-7156,"","",,,,1498 Stadium Ave,"",Decatur,AR,,72722,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,decatur public schools
320,1,Deer Elementary School,,t,,870-428-5433,"","",,,,AR-16,"",Deer,AR,,72628,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,deer elementary school
321,1,Deerfield Estates,,t,,918-299-9473,"","",,,,8812 S. Delaware Ave.,"",Tulsa,OK,,74137,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,deerfield estates
323,1,Delaware Tribe,,f,,918-914-3105,"","",,,,5100 Tuxedo Blvd,"",Bartlesville,OK,,74006,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,delaware tribe
324,1,Delco Electric,,t,,405-942-2880,"","",,,,2 NW 132nd St,"",Oklahoma City,OK,,73114,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,delco electric
325,1,Deluxe Exterior Care,,t,,918-510-3341,"","",,,,26907 E 142ND PL S,"",COWETA,OK,,74429,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,deluxe exterior care
326,1,Denny Price Family YMCA,,t,,817-600-4004,"","",,,,415 W. Cherokee Ave,"",Enid,OK,,73701,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,denny price family ymca
327,1,Department of Human Services,,f,,(405) 521-4333,"","",,,,PO Box 25352,"",Oklahoma City,OK,,73125-0352,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,department of human services
328,1,Department of the Interior - Bureau of Reclamation,,t,,406-247-4037,"","",,,,Federal Building 2021 4th Avenue North,"",Billings,MT,,59101,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,department of the interior bureau of reclamation
329,1,Dermott Elementary School,,t,,870-538-1000 ,"","",,,,525 East Speedway St.,"",Dermott,AR,,71638,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,dermott elementary school
330,1,Destiny Christian School,,f,,405-677-6000,"","",,,,3801 SE 29th St.,"",Del City,OK,,73115,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,destiny christian school
331,1,Devon Energy,,t,,405.228.2883,405.343.1192,"",,,,4440 Newcastle Rd,OKORC 01.003,Oklahoma City,OK,,73119,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,devon energy
332,1,Dewar Community Center,,t,,918-319-1297,"","",,,,903 E. 6th St,"",Dewar,OK,,74431,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,dewar community center
334,1,DeWitt Public Schools,,t,,000.000.0000,000.000.0000,"",,,,1718 Grand View,"",DeWitt,AR,,72042,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,dewitt public schools
335,1,Dierks Elementary School,,f,,817-614-7315,"","",,,,602 S McClure St,"",Broken Bow,OK,,74728,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,dierks elementary school
336,1,Dondlinger Construction Co.,,f,,913-579-8059,"","",,,,20055 W 183rd St,"",Spring Hill,KS,,66083,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,dondlinger construction co
337,1,Don R. Roberts Elementary School,,t,,(501) 447-8300,"","",,,,16601 Lamarche Dr,"",Little Rock,AR,,72223,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,don r roberts elementary school
338,1,Downtown Church of Christ,,t,,501-268-5383,"","",,,,900 N Main St,"",Searcy,AR,,72143,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,downtown church of christ
339,1,Durant Public Schools,,f,,580-924-1276,"","",,,,"1323 Waco St., Suite A","",Durant,OK,,74701,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,durant public schools
341,1,Dustin Adams,,t,,405-416-4327,"","",,,,101 W. Broadway,"",Hollis,OK,,73550,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,dustin adams
342,1,DVIS,,t,,9182895951,9182895951,"",,,,3124 E Apache St,"",Tulsa,OK,,74110,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,dvis
343,1,Eagle Mountain Elementary School,,t,,870-698-9141,"","",,,,600 Eagle Mountain Blvd.,"",Batesville,AR,,72501,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,eagle mountain elementary school
344,1,Earls Family,,t,,501-351-0515,"","",,,,1202 Brookhaven Ct.,"",Alexander,AR,,72002,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,earls family
345,1,Early Learning Works - Tulsa Educare,,t,,918-688-2216,"","",,,,3120 East Seminole Street,"",Tulsa,OK,,74110,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,early learning works tulsa educare
347,1,Eastern OK Head Start,,t,,918-316-1029,"","",,,,26106 E. 863 Rd,"",Welling,OK,,74471,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,eastern ok head start
348,1,Eastern Oklahoma Tech Center,,f,,405-390-5334,"","",,,,4601 N. Choctaw Rd.,"",Choctaw,OK,,73020,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,eastern oklahoma tech center
349,1,Eastern Shawnee Tribe of Oklahoma - Haven Program,,t,,918-554-2836,"","",,,,12755 South 705 Road,"",Wyandotte,OK,,74370,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,eastern shawnee tribe of oklahoma haven program
350,1,Eastside Christian Church,,f,,(405)650-9938,"","",,,,916 S. Douglas Blvd.,"",Midwest City,OK,,73130,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,eastside christian church
351,1,Eastside Elementary School,,t,,501-743-3563,"","",,,,17 Bellamy Street,"",Cabot,AR,,72023,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,eastside elementary school
352,1,Ebenezer Campground,,f,,405-343-6015,"","",,,,Unknown Address,"",Howard County,AR,,71852,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,ebenezer campground
354,1,Ecological Design Group,,t,,501.282.2567,"","",,,,216 W. Birch St.,"",Rogers,AR,,72756,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,ecological design group
355,1,Edmond Parks Department,,f,,405-538-8372,"","",,,,2733 Marilyn Williams Dr.,"",Edmond,OK,,73003,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,edmond parks department
356,1,Edmond Parks & Recreation,,f,,918-851-9518,19188519518,"",,,,8601 S. Oxford Ave.,"",Tulsa,OK,,74137,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,edmond parks recreation
358,1,Edmond Public Schools - Will Rogers Elementary,,t,,405-340-2995,"","",,,,1215 E. 9th St,"",Edmond,OK,,73034,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,edmond public schools will rogers elementary
359,1,Edmond Soccer Club,,t,,405-409-2324,"","",,,,1502 W. Danforth,"",Edmond,OK,,73003,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,edmond soccer club
361,1,Elevation Management,,t,,479-601-4299,"","",,,,4023 Wagon Wheel Rd.,"",Springdale,AR,,72762,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,elevation management
362,1,Elk City Housing Authority,,t,,580-302-3631,"","",,,,1510 W. 9th St.,"",Elk City,OK,,73644,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,elk city housing authority
363,1,Ellen Smith Elementary PTO,,t,,501-555-5555,"","",,,,1601 S. Donaghey Ave.,"",Conway,AR,,72034,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,ellen smith elementary pto
364,1,Elysian Fields Development Co.,,t,,918-376-6536,"","",,,,12150 E. 96th St. No.,Ste 202,Owasso,OK,,74055,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,elysian fields development co
365,1,Emerson Taylor Public Schools,,t,,870-626-3303,870-904-0727,"",,,,506 E Pine St,"",Taylor,AR,,71861,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,emerson taylor public schools
366,1,E.M. Oil Transport Inc.,,t,,562-416-1737,"","",,,,TBD,"",Mountain Home,AR,,72653,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,e m oil transport inc
368,1,Epic Charter Schools ,,t,,9186549999,"","",,,,"2525 NW 112th St, Oklahoma City, OK 73120","",Oklahoma City,OK,,73120,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,epic charter schools
369,1,Eric Hightower,,t,,918-695-5692,918-695-1653,"",,,,1716 E 7th St.,"",Tulsa,OK,,74104,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,eric hightower
370,1,Estates at Ridgewood,,t,,918-376-6536,"","",,,,12150 East 96th St. North.,"",Owasso,OK,,74055,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,estates at ridgewood
371,1,eStem Charter School,,t,,501-840-5881,"","",,,,112 W 3rd St.,"",LIttle Rock,AR,,72201,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,estem charter school
372,1,Eufala Public Schools,,f,,918-441-2590,"","",,,,1630 W 119th St.,"",Eufala,OK,,74432,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,eufala public schools
374,1,Eureka Springs KOA,,t,,309-714-2538,"","",,,,15020 Hwy 187,"",Eureka Springs,AR,,72631,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,eureka springs koa
375,1,Fairway Breeze Apartments,,t,,(405) 295-1471 ,"","",,,,600 S. Country Club Rd.,"",El Reno,OK,,73036,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,fairway breeze apartments
376,1,Family Safety Center,,t,, (918) 574-2900,"","",,,,2829 South Sheridan Road,"",Tulsa,OK,,74129,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,family safety center
377,1,Fayetteville Housing Authority,,t,,479-521-3850,"","",,,,1 N. School Ave.,"",Fayetteville,AR,,72701,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,fayetteville housing authority
378,1,Fayetteville School District,,t,,479-841-5499,"","",,,,1000 West Bulldog Blvd.,"",Fayetteville,AR,,72701,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,fayetteville school district
379,1,Firebrand Construction,,t,,4058260714,"","",,,,221 E. 9th Avenue,"",Stillwater,OK,,74074,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,firebrand construction
381,1,First Baptist Church of Atoka,,f,,580-889-1505,"","",,,,169 N. Delaware,"",Atoka,OK,,74525,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first baptist church of atoka
382,1,First Baptist Church of Chouteau,,f,,918-476-5311,"","",,,,28 E 12th St. North,"",Chouteau,OK,,74337,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first baptist church of chouteau
383,1,First Baptist Church of Clinton,,t,,501-253-4756,"","",,,,211 1st Baptist Rd.,"",Clinton,AR,,72031,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first baptist church of clinton
384,1,First Baptist Church of Owasso,,f,,918-951-2527,"","",,,,13307 E. 96th St. North,"",Owasso,OK,,74055,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first baptist church of owasso
385,1,First Baptist Church of Pawhuska,,f,,9182873706,9182873706,"",,,,302 E 6th St,"",Pawhuska,OK,,74056,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first baptist church of pawhuska
387,1,First Baptist Church of Purcell,,t,,405-238-1731,"","",,,,400 W Main St,"",Purcell,OK,,73080,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first baptist church of purcell
388,1,First Baptist Church of Tulsa,,f,,918-625-3932,"","",,,,420 S. Detroit,"",Tulsa,OK,,74120,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first baptist church of tulsa
389,1,First Christian Church,,f,,405-203-9367,"","",,,,102 S. 7th St.,"",Kingfisher,OK,,73750,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first christian church
390,1,First Landmark Baptist Church,,t,,870-941-2243,"","",,,,402 W Center St.,"",Sheridan,AR,,72150,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first landmark baptist church
391,1,First Methodist Church,,f,,918-556-8841,"","",,,,1115 S. Boulder Ave. W,"",Tulsa,OK,,74119,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first methodist church
392,1,First Presbyterian Church,,t,,580-370-0442,"","",,,,1922 N 15th St.,"",Perry,OK,,73077,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first presbyterian church
394,1,First United Methodist Church,,f,,918-440-0394,"","",,,,4715 Price Rd.,"",Bartlesville,OK,,74006,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,first united methodist church
395,1,"Five Tool Management Consulting - Depew, OK",,t,,405-315-8878,"","",,,,405 Main St.,"",Depew,OK,,74028,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,five tool management consulting depew ok
396,1,"Five Tool Management Consulting - Erick, OK ",,t,,405-315-8878,"","",,,,206 S. Sheb Wooley Ave.,"",Erick,OK,,73645,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,five tool management consulting erick ok
397,1,Flagstone Church of Christ,,t,, 5012530412,"","",,,,3801 SW Eden Brooke St,"",Bentonville,AR,,72712,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,flagstone church of christ
399,1,Flintco - OU-FYH,,t,,405-417-0663,"","",,,,1225 N Broadway,Suite 105,Oklahoma City,OK,,73103,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,flintco ou fyh
400,1,Forest Ridge Country Club,,t,,469-888-3929,"","",,,,7501 E. Kenosha,"",Broken Arrow,OK,,74014,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,forest ridge country club
401,1,Fort Gibson Public Schools,,f,,918-869-8191,"","",,,,500 S. Ross,"",Fort Gibson,OK,,74434,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,fort gibson public schools
402,1,Forth Worth Park + Recreation Department,,t,,918-934-9575,"","",,,,100 Fort Worth Trail,"",Fort Worth,TX,,76102,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,forth worth park recreation department
403,1,Fort Sill,,f,,580-307-3007,"","",,,,5445 Greble Rd.,"",Fort Sill,OK,,73503,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,fort sill
404,1,Founders Classical Academy,,t,,479-715-6662,"","",,,,1302 Melissa Dr,Ste #100,Bentonville,AR,,72712,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,founders classical academy
405,1,Founders Classical Academy - Rogers,,t,,479-689-1369,"","",,,,"800 S. Dodson Rd,","",Rogers,AR,,72758,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,founders classical academy rogers
407,1,Freedom Elementary School,,f,,918-857-1923,"","",,,,9171 Freedom Rd.,"",Sapulpa,OK,,74066,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,freedom elementary school
408,1,Freedom Trail Park,,f,,405-354-1895,"","",,,,500 W. Main St.,"",Yukon,OK,,73099,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,freedom trail park
409,1,Fremont County SD 25,,t,,307-856-0832,"","",,,,"Fremont County SD 25, Central Office",121 North 5th Street West,Riverton,WY,,82501,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,fremont county sd 25
410,1,Friendship Pediatric Services,,t,,843-324-6613,"","",,,,908 N Reynolds Rd,"",Bryant,AR,,72022,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,friendship pediatric services
411,1,Frink Public Schools,,f,,918-423-2434,"","",,,,485 Frink Rd.,"",McAlester,OK,,74501,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,frink public schools
413,1,Furniture Marketing Group,,t,,(405) 596-0678,"","",,,, 421 NW 10th St Suite 101e,"",Oklahoma City,OK,,73103,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,furniture marketing group
414,1,Garber Public Schools,,f,,918-373-5458,"","",,,,108 W. Garber Rd.,"",Garber,OK,,73738,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,garber public schools
415,1,Garden Walk Apartments,,t,,918-496-6240,"","",,,,28511 E. 141st St. ,"",Coweta,OK,,74429,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,garden walk apartments
416,1,Garfield Elementary,,t,,580-366-7065,5803667065,"",,,,400 N 7th St.,"",Enid,OK,,73701,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,garfield elementary
417,1,Garfield Scholars Academy,,t,,501-253-3707,"","",,,,17784 Marshall St.,"",Garfield,AR,,72732,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,garfield scholars academy
418,1,GBS Development,,t,,479-871-6209,"","",,,,416 Mt. Hebron Road,"",Lowell,AR,,72745,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,gbs development
419,1,Gentry Public Schools,,t,,479-790-5889,"","",,,,1295 Pioneer Lane,"",Gentry ,AR,,72734,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,gentry public schools
420,1,German Corner,,t,,918-771-2860,"","",,,,11516 E. 113th Pl. North,"",Owasso,OK,,74055,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,german corner
422,1,Gingerbread Nursery School,,t,,405-850-3082,"","",,,,602 Villa Dr.,"",Norman,OK,,73071,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,gingerbread nursery school
423,1,Glenpool Public School District,,f,,918-322-9500,"","",,,,461 East 146th St.,"",Glenpool,OK,,74033,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,glenpool public school district
424,1,Glenwood Homes,,t,,918-938-6986,"","",,,,5705 E. 71st St.,"",Tulsa,OK,,74136,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,glenwood homes
425,1,Glenwood Park,,f,,580-436-6300,"","",,,,530 W. 5th St.,"",Ada,OK,,74820,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,glenwood park
427,1,Golden Ranch,,t,,5809823004,"","",,,,192895 US Highway 271,"",Antlers,OK,,74523,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,golden ranch
428,1,Goldsby Church,,t,,000-000-0000,"","",,,,153 West Center Rd.,"",Goldsby,OK,,73093,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,goldsby church
429,1,Gordon Cooper Technology Center,,t,,405-585-1914,"","",,,,1 John C  Burton Dr.,"",Shawnee,OK,,74804,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,gordon cooper technology center
430,1,Gore Elementary School,,f,,918-577-8187,"","",,,,215 4th St.,"",Gore,OK,,74435,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,gore elementary school
431,1,Gracemont Public Schools,,t,,405-966-2233,"","",,,,Gracemont Elementary School,417 East Gracemont Street,Gracemont,OK,,73042,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,gracemont public schools
432,1,Grace Place,,f,,405-740-4379,"","",,,,9300 S. Anderson Rd.,"",Oklahoma City,OK,,73165,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,grace place
433,1,Grand Assembly of God Church,,f,,(405) 224-0968,"","",,,,102 E Almar Dr,"",Chickasha,OK,,73018,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,grand assembly of god church
434,1,Grandview Schools,,t,,918-456-5131,"","",,,,15481 North Jarvis Rd.,"",Tahlequah,OK,,74464,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,grandview schools
435,1,Gravette Public Schools,,t,,479-787-4140,"","",,,,500 8th Avenue SE,"",Gravette,AR,,72736,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,gravette public schools
437,1,Greene County Tech Primary School,,t,,870-236-6439,"","",,,,1300 S. Rockingchair Road,"",Paragould,AR,,72450,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,greene county tech primary school
438,1,Greenwood Elementary School,,f,,918-708-5613,"","",,,,400 E. Ross St.,"",Tahlequah,OK,,74464,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,greenwood elementary school
439,1,Greenwood School District,,t,, 479-996-7748,"","",,,,300 Westwood Ave.,"",Greenwood,AR,,72936,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,greenwood school district
440,1,Ground Level LLC,,t,,(918) 370-1222,"","",,,,1250 West 420 Road,"",Adair,OK,,74330,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,ground level llc
441,1,"Grove Elementary - GROVE, OK",,f,,918-786-3003,"",ext. 1109,,,,PO BOX 450789,"",GROVE,OK,,74345,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,grove elementary grove ok
443,1,Grove Public Schools,,f,,918-786-5573,"","",,,,801 10th St.,"",Grove,OK,,74344,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,grove public schools
444,1,Grove Public Schools Maintenance Center,,t,,843-312-1184,"","",,,,PO Box 453335,"",Grove,OK,,74345,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,grove public schools maintenance center
445,1,Guthrie Green,,t,,210-364-7057,"","",,,,111 E Reconciliation Way,"",Tulsa,OK,,74103,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,guthrie green
446,1,Guymon Public Schools,,f,,580-338-0420,580-338-0420,"",,,,1501 OK 3,"",Guymon,OK,,73942,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,guymon public schools
447,1,Guy Perkins School District,,t,,501-287-7097,"","",,,,492 AR-25,"",Guy,AR,,72061,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,guy perkins school district
449,1,Hahn Enterprises Inc.,,f,,501-258-4495,"","",,,,10425 Fitzgerald Lane,"",North Little Rock,AR,,72113,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,hahn enterprises inc
450,1,Hammon Public Schools,,f,,000.000.0000,000.000.0000,"",,,,802 E Shockey,"",Hammon,OK,,73650,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,hammon public schools
451,1,"Happy Playgrounds, LLC",,f,,918-851-9518,9188519518,"",,,,8601 S. Oxford Ave.,"",Tulsa,OK,,74137,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,happy playgrounds llc
452,1,Harmony Grove Elementary School,,t,,501-778-7331,"","",,,,2621 Highway 229,"",Benton,AR,,72015,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,harmony grove elementary school
454,1,Harrah Early Learning Center,,f,,405-454-6690,"","",,,,105 Dobbs Rd.,"",Harrah,OK,,73045,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,harrah early learning center
